ID,Top_Keywords,Top_Sentences
18301617,"['network' 'information' 'microsoft' 'management' 'software' 'systems'
 'technology' 'computer' 'hardware' 'professional']","['      Highlights          Leadership and Vision  Network InfrastructureHardware and software upgrade planningProject trackingBudgeting and resource management  Active Directory, Adobe, Antivirus, Backup Exec, Backup, Budget, business processes, call  center, capacity planning, Cisco, computer assembly, Hardware, contracts, DAS, Direct  Attached Storage, Database, Dell, Dell Servers, Designing, Desktops, Documentation, Firewall,  HP, hiring, information systems, ISO 9000, leadership, Linux, Logistics, Mac, MAC OS,Managing, Access, Microsoft Certified Professional, Microsoft Exchange, Microsoft ExchangeServer, Microsoft Office Professional, office, Microsoft Project, Microsoft Visio Professional,  Windows 7, Windows 8, Windows, NAS, Network Attached Storage, Enterprise, Network  Printers, Network, Networking, new product development, Operating Systems, PBX, PCI,Phone System, policies, Project Management, quality, quality assurance, quality improvement,QuickBooks Pro, Research, Robotic, safety, Storage Area Network, SAN, scheduling, Servers,Microsoft SQL, Microsoft SQL Server, Symantec, teamwork, technical analysis, phones,Troubleshooting, Visio Professional, vision, WAN, Web Portal              Experience      Information Technology Manager    July 2000   to   Current     Company Name   －   City        Provide leadership, vision and management to the IT department.Develop Capitol Budget, monitor and approve department expenditures.Manage, monitor and maintain network infrastructure.Manage Phone System, including call center and office phones.Manage all hardware and software configuration, installation and maintenance.Manage IT Staff, scheduling, performance review, training, hiring, termination anddisciplinary action.Maintain (PCI DSS) Payment Card Industry Data Security Standards of information.'
 '       Skills    Active Directory, Adobe, Antivirus, Backup Exec, Backup, Budget, business processes, call center, call center, capacity planning, Cisco, computer assembly, Hardware, contracts, Direct Attached Storage, DAS, Database, Dell, Dell Servers, Designing, Desktops, Documentation, Firewall, HP, hiring, information systems, information systems, ISO 9000, Leadership, Linux, Logistics, Logistics and Management, Mac, MAC OS, Managing, Access, Microsoft Certified Professional, Microsoft Exchange, Microsoft Office Professional, office, Microsoft Project, Microsoft SQL, Microsoft Visio Professional, Windows 7, Windows 8, Windows, Enterprise, NAS, Network Attached Storage, Network Printers, Network, Networking, new product development, Operating Systems, PBX, PCI, Phone System, policies, Project Management, quality, quality assurance, quality improvement, QuickBooks Pro, Research, Robotic, safety, Storage Area Network, SAN, scheduling, Servers, Microsoft SQL Server, Symantec, teamwork, technical analysis, phones, Troubleshooting, upgrade, Visio Professional, vision, Web Portal, WAN    '
 '         INFORMATION TECHNOLOGY MANAGER           Summary    Successful fifteen years of experience in IT Management and Technical Support.'
 '         Education      Bachelor of Science   :   Information System  ,   December 2000    University of Phoenix          Information System        Information System\nMicrosoft Certified Professional, Tech Skills   :     June 1999            Associate of Science   :   Computer Technology  ,   June 1993    American River College          Computer Technology        Accomplishments      Guided company to comply with PCI Data Security Standard and got it certifiedMigrated Analog phone system to VOIP, saving over $40k a year in costMigrated 80% of physical servers to Hyper-V to save cost and improve productivity.'
 ' Excellent troubleshooting skills in network, servers and software applications.'
 ' systems.Research new technologies and calculate future needs to achieve capacity planning.Perform technical analysis to improve business processes to save cost and time.Manage technology documents, maintenance agreements & service contracts.'
 '         Quality Assurance Supervisor    April 1995   to   March 1998     Company Name   －   City        Supervised a team of 15 Computer quality inspectors and 8 software evaluators.Hired, Interviewed and promoted candidates for new positions.Coordinated quality assurance of new product development and proto-types.Monitored software and hardware compatibility and reliability.Managed Documentation Control for all hardware and software.Monitor schedules, training, expenditure and documentation.Interview vendors for devices, parts and components evaluation.Counseled employees to improve morale, productivity and teamwork.Interpreted instructions for the ISO 9000 compliance.Implemented procedures for safety, performance and policies.Maintain effective communication channels for quality improvement.Assessed product viability and planned improvement and modifications.'
 ' Managed Documentation Control for all hardware and software.Provided resolutions to engineering, Logistics and Management.Coordinated daily resolutions of issues through team-effort and effective communication.'
 '         Computer Manufacturing Supervisor    September 1998   to   September 1999       City        Supervised a team of 25 computer assemblers, 3 testers and 6 technicians.Organized computer assembly and testing for daily production.Implemented procedures for safety, performance and policies.Ensured all employees were trained in the process of manufacturing.Monitor software and hardware evaluation to ensure compatibility.'
 'Experience in strategic planning, designing and budgeting for new products.']"
24913648,"['network' 'systems' 'information' 'support' 'security' 'technology'
 'state' 'city' 'software' 'issues']","['        Education      Bachelor of Science  :   Computer Information Systems  ,   2002     Jacksonville University   -   City  ,   State    Computer Information Systems       Certifications    CompTIA A+\nCompTIA Security+\nSTI Certified Help Desk Professional      Skills    A+, Active Directory, administrative, antivirus, C, Client and Server, Compaq, Hardware, Client, data processing, Dell servers, desktops, DHCP, documentation, drivers, email, firewall, Ghost, Help Desk, Hewlett-Packard, IBM, imaging, Information Systems, Internet connectivity, LAN, Team lead, managing, McAfee, access, Microsoft Exchange, MS Office products, Microsoft Office Suite, Windows 7, Win9, Windows 2000, 2000, Win 2000, Windows 95, 98, NT, Windows NT, migration, Monitors, Enterprise, network administration, network security, Network, Networking, networks, Norton Antivirus, operating systems, Operating System, peripherals, personnel, policies, printers, Various printers, processes, risk management, routers, switches, Symantec, TCP/IP, technical support, desktop support, Troubleshoot, trouble-shoot, troubleshooting, upgrades, Utilities, Vista      Additional Information      Security Clearance\nTSCI - Top Secret Security Clearance     '
 '     Skills          Remote access support  Systems analysis  Preventative maintenance expert  Data backup and recovery systems  Wireless Access Point  Performance testing  User account creation      Superb interpersonal skills  Antivirus and spam blocking  VPN configurations  LAN and WAN expertise            Work History      Information Technology Specialist  ,     08/2012   to   Current     Company Name   –   City  ,   State      Provides outstanding support to mission partners and other customers.'
 '        Information Assurance/Network Security  ,     01/2006   to   12/2007     Company Name   –   City  ,   State      In-depth experience in multiple environments developing, implementing, and maintaining secure networks.'
 '        Computer Systems Administrator  ,     12/2007   to   08/2012     Company Name   –   City  ,   State      Deploys computer systems and other hardware throughout the base.'
 ' Maintain network and computer system security and ensure that all systems are operating correctly.'
 '         INFORMATION TECHNOLOGY SPECIALIST         Professional Summary    Experienced network professional with outstanding success rate at installing and supporting critical, multi-site networks.'
 ' Responsibilities/Accomplishments         Helpdesk Technician  ,     05/2004   to   01/2006     Company Name   –   City  ,   State      Responsibilities included working with end users to resolve issues relating to Operating System issues (Win9x, NT, and Win 2000), Network Connectivity, TCP/IP configuration, upgrades, MS Office products and Internet connectivity.'
 ' Plans and coordinates the installation of new software and network infrastructure equipment.'
 ' Responded to customer issues, provided technical support, and monitored Network Control Center system supporting 25,000 customers.'
 ' Adept at analyzing business requirements and crafting technical network solutions.']"
26801767,"['information' 'technology' 'management' 'data' 'state' 'systems'
 'computer' 'software' 'network' 'city']","['      Core Qualifications          IT management  Results-oriented  Operations management  Budget administration  Change management      Problem resolution  Team leadership  Decisive leader  Cost reduction            Experience      Director, Information Technology    August 2008   to   Current     Company Name   －   City  ,   State      Manages information technology computer center for the Board of Commissioners of the Port of New Orleans (Board).'
 '      Accomplishments      MCSE (Microsoft Certified Systems Engineer)   LDCCA Certified Installer for Fiber Optic and Category 5/5E   Certified Construction Quality Management for Contractors by U.S. Army Core of Engineers  Wireless Network Auditing Training System   Forensics, Investigation & Response Training Hacker Techniques, Exploits and Incident Handling Training Accreditation        Skills    academic, administrative, agency, Basic, benefits, broadband, budgeting, budgets, Cobol, Hardware, computer applications, conferences, consulting, contract negotiations, contracts, customer service, data analysis, data collection, Data Processing, Database Management, DBase IV, direction, EDI, Email, features, Fortran, GIS, government, grants, IBM, IBM compatible, Imaging, Information Systems, Information Technology, inspection, interpretation, laser, Macintosh, mainframe, MapInfo, Mathematics, Access, MS Excel, Office, Management Information System, Monitors, natural, Naval, network, Novell Netware, Oil, Operating Systems, Pascal, PBX, PC networking, personnel, Camera, Police, Programming, proposals, Protocols, radio, real-time, reception, relational database, Research, RPG III, servers, Shell, Software Engineering, Strategic, strategic planning, SUN SPARC, switches, switch, telecommunications, Telecommunication, telephone, phone, transmission, UNIX and C, UNIX, Upgrade, Vax, VMS, voice and data, wide area network, written      Additional Information      COMMUNITY SERVICE Board of North Region Leadership Institute (NORLI) Volunteer activities at New Orleans Enhancement Center: taught senior citizens how to use the computer Board of Advocates for Science & Math Education, Inc.'
 '  Created and managed the Office of Information Technology.'
 ' Developed and implemented the Strategic Plan for the Office of Information Technology.'
 'Expertise includes team leadership, technical architecture, training and development, disaster recovery planning, and information protection analysis.'
 '         Education      Ph.D   :   Coastal Oceanography  ,   1996    State University of New York   －   City  ,   State  ,   USA     Coastal Oceanography         M.S   :   Computer Science      Marine Sciences Research Center\n\tSchool of Marine and Atmospheric Sciences          Computer Science        B.S   :   Mathematics      University of Evansville   －   City  ,   State      Mathematics        Xavier University   －   City  ,   State              Professional Affiliations     *Member of AAPA Information Technology Committee   *Represented the University President at Southern Educational Foundation   *Member of the Instructional Technology Assistance Project (ITAP) team   *Participated in Educational Leadership Council   *Served on Academic Computing Committee.'
 '         DIRECTOR, INFORMATION TECHNOLOGY           Professional Summary     Results-driven IT director with over 30 years of experience in diverse industries, including Port and Higher Education.'
 '         Associate Vice-President for Information Technology and Telecommunication    April 1980   to   October 2004     Company Name   －   City  ,   State      Oversight responsibility for staff of 22 people, including 19 professionals.'
 ' Provides consulting services to all Port departments and divisions concerning information systems, new programs and data processing.'
 '  Provided data and communication services to entire university community; implemented university-wide operation of telephone, PBX, voice and data wireless communications.']"
27372171,"['information' 'systems' 'support' 'network' 'technology' 'security'
 'technical' 'data' 'state' 'city']","['       Highlights          Active Top Security Clearance/SCI   Certified Cisco Network Associate       Certified CompTIA Security+   Microsoft SharePoint 2010 Train            Experience      Company Name     February 2015   to   May 2016     Information Technology Specialist/System Analysis   City  ,   State      Serve as IT System Analyst; assist with business process improvement efforts, responsible for the physical setup of computer workstations, configuration of Microsoft Outlook 2013,  operation, and integration of hardware and software components associated with databases that support the Department of The Army.'
 '      Skills     Active Directory, Microsoft Outlook 2013, Windows 7, Windows 10, system security, data automation, Circuit Design application, UNIX client server, interpersonal skills, hardware and software installations, network systems, content encryption, customer relations, desktop support, telecommunications, databases query, electronic filing, forms, Microsoft Windows deployment, software Imaging, contract specialist and acquisition.'
 '         INFORMATION TECHNOLOGY SPECIALIST/SYSTEM ANALYSIS           Summary     I have over 10 years of professional service in Information Technology Support and Technical Operations in working with the Federal Government and private sectors.'
 '         Company Name     April 2005   to   July 2013     Information Technology Specialist   City  ,   State      Knowledge of data communications, networking equipment such as wide area network, local network routers, switches assist in trouble shooting devices and computers with end users.'
 '         Education      GRANTHAM UNIVERSITY     2017       Master of Science  :   Information Management Technology    City  ,   State               SAINT LEO UNIVERSITY     2015       Bachelor of Business Administration  :   Management    City  ,   State              SAINT LEO UNIVERSITY     2013       Associate of Arts  :   Liberal Arts    City  ,   State                      Additional Information     Active Top Secret Clearance, Graduate of Signal Systems Support Advance Leader Course in Information Systems and Networking training, Military Good Conduct Awards, Overseas Ribbons, Operation Iraq Freedom Award, Global War on Terrorism Award, and Certificate of Appreciation.'
 '         Company Name     October 2013   to   December 2014     Information Technology Specialist/Network Administrator   City  ,   State      Serve as a system analyst; primary job duty is to monitor servers and load balancers activity through sophisticated software applications such as HP Business Services Manager, HP Network Node Manager, and HP Operation Manager for UNIX.'
 'I have a broad knowledge and expertise in strategic planning, IT Business Systems, Network Operations, IT Security and System Analysis.'
 ' Evaluate adequacy of new or revised information security policy, standards, and procedural guidance and support for the protection of information technology systems.'
 ' Knowledge of information systems security policies and assurance.'
 '  Provide technical assistance and desktop support on various operating systems and applications.']"
91697974,"['management' 'information' 'state' 'support' 'city' 'computer' 'business'
 'technology' 'experience' 'skills']","['       Core Qualifications          LexisNexis, Westlaw, Concordance, CaseMap  Knowledge of Local, State and Federal laws  Principles and Practices of Legal Communication  Court Procedures/Processes      Results-oriented  Client-focused  Interview Techniques and Methods  Word, Excel, PowerPoint, Access, Project            Experience      Information Technology Coordinator  ,   01/2014   -   Current    Company Name   -   City  ,   State      Worked across all levels of the organization to support the Corporate Information Officer (CIO) and the Senior Leadership Team.'
 ""         Education      2014    College of Lake County   -   City  ,   State      CFTC - Computer Forensics Technician Certification    Computer Forensics            2014    College of Lake County   -   City  ,   State      CFAC - Computer Forensics Analyst Certification    Computer Forensics            2013    College of Lake County   -   City  ,   State      Certificate of Completion, Paralegal Studies    Legal     Approved by the American Bar Association         2008    Strayer University   -     State      Bachelor of Science    Computer Information Systems InfoSec     Computer Information Systems, Emphasis in InfoSec  Graduated Summa Cum Laude         Certificate of Completion, Cisco Studies       Training for Cisco; CCNA, CCNA-Security, CCNA-Voice, (Microtrain, Lombard, IL) – 2012 – 2013         Encase and FTK Certification Candiate        (Training for Encase and FTK Certification) – 2016         Professional Affiliations     Member, Illinois Paralegal Association \t'\t\tMember, National Federation of Paralegal Association  Member, Cook County Bar Association \t                  Member, Lake County Bar Association                                        Skills     Executive and Legal Support, Business Analysis, Strong Communication Skills, Business Operations,  Detail oriented, Documentation and Time Management,  Information Technology and Technical Support, Leadership, Legal Terminology, Managerial Experience, Meeting Organizational Skills, Advanced Problem-solving Skills, Paralegal , Performance appraisals, Personnel, Presentations, Processes, Procurement, Project Management, LR&W, Westlaw, LexisNexis    ""
 '         Executive Assistant, Contractor  ,   01/2013   -   09/2013    Company Name   -   City  ,   State      Key executive support person in the management, coordination, and implementation of the operations of the Quality department; responsible for interacting on behalf of several Vice Presidents with all elements of the department and to foster productive relationships among key executives.'
 '         Legal Administrative Supervisor  ,   10/2006   -   07/2012    Company Name   -   City  ,   State      Coordinated the support function in the Law School Division, Chicago Office.'
 ' Prepared reports regarding workflow management and other business operations within the office.'
 ' Governed computer hardware, software, computer peripheral equipment procurement and ensured set up of employee hardware.'
 '         INFORMATION TECHNOLOGY COORDINATOR       Professional Summary     Highly talented and accomplished Paralegal with extensive experience in investigative and online legal research.'
 ' Support business resiliency management program (BRM) in developing key principles and scope documentation.'
 ' Single Point of Contact (SPOC) for in-house Information Technology Operations Assessment.'
 ' Self-directed, detail oriented, outstanding organizational skills coupled with excellent task and time management skills.']"
28672970,"['information' 'technology' 'management' 'network' 'support' 'software'
 'business' 'development' 'state' 'city']","['        Education      Bachelor of Science  :   Industrial Psychology   1985     University of Santo Tomas - Manila Philippines           Industrial Psychology       Associates Degree  :   Computer Science   1995     Baruch College   City        Computer Science       Cisco Certified Engineer     1997     Dersyha University   City  ,   State      Selected Professional Development and Seminars\nTeam Leadership * Managing conflict * Effect Supervision of employees       Managing People & Change * Effective Project Management * IP Telephony in the business environment * ERP system implementation techniques * Effective network and infrastructure design Coping with changes in technology            Skills    Accounting, Analyst, business processes, Change Management, Cisco Certified, Coaching, hardware, conversion, clients, direction, e-mail, employee training, Engineer, ERP, Finance, financials, human resources, HR, information security, information technology, inventory, IP, Leadership, Team Leadership, Managing People, Managing, Mentoring, MS Office suite, Office, Windows 7, Windows 98, Windows XP, migration, needs analysis, Enterprise, Network Administrator, network, Operating System, Organizational Development, phone system, policies, printers, processes, Programmer, Project Management, purchasing, reporting, Seminars, servers, Service Level Agreements, SLA, software development, strategic, Strategic Planning, Supervision, technical support, telecom, telecommunication, Telephony, Trainer, Wordperfect   '
 '     Skill Highlights          Innovative Leadership  Change Management  Infrastructure Design  Strategic Planning  Technology Development  Collaboration and Liaison  P & L Oversight  Organizational Development  Mentoring and Coaching                Professional Experience      Director of Information Technology     08/2005   to   Current      Company Name   City  ,   State      Manage software development and infrastructure projects.'
 ""        Manager of Information     02/2003   to   07/2005      Company Name   City  ,   State      Provided leadership in the firm's information technology department in the direction, planning and implementation of technology leading to the support and alignment of the Firm's business operation to achieve an effective, cost-beneficial and secure IT operations for over 350 users.""
 '         DIRECTOR OF INFORMATION TECHNOLOGY       Executive Profile    Director of Information Technology\nProject Manager * Business Analyst * Technical Support Analyst\nVisionary and highly accomplished Information Technology executive with success spanning 20+ years in high-performance, multi-faceted environments.'
 '        Senior Systems Analyst/Project Manager     07/1998   to   01/2003      Company Name   City  ,   State      Responsible for planning and implementation of IT projects while managing and coordinating IT resources.'
 ' Oversee the integrity of all electronic records including information related to information security and data recovery processes.'
 ' Innovative and quality-driven professional to oversee enterprise resource planning, data and voice networking, software development, performance analysis and other critical business processes.'
 ' Develop and see change management processes, release control, maintenance and support activities and employee training programs.'
 ' Facilitated communication between staff, management, vendors and other technology resources within the organization.'
 ' Standardization of software applications and hardware infrastructure, allowing for better system support, faster turnaround time for system problem resolutions Organization of departmental business which includes system inventory, software licensing and registrations.']"
66832845,"['network' 'server' 'information' 'software' 'management' 'technology'
 'windows' 'security' 'support' 'manager']","['         INFORMATION TECHNOLOGY SPECIALIST I       Professional Summary              Skills    account management, cables, cabling, Help Desk, Linux, MS Exchange server, Sharepoint, network security, desktop support, Unix, HP Unix, VBscript, Visual Basic Programming, Windows Server     Active Directory account management, Help Desk, Linux, MS Exchange server 2010, network/server security, desktop support, Unix, Windows Server, Geographic Information system, group policy SCOM & SCCM, vbscripts and Powershell, SANs,      Active Directory account management and troubleshooting, Help Desk, Linux, MS Exchange server 2010, network/server security, desktop support, Unix, Windows Server, Geographic Information system, group policy SCOM & SCCM, vbscripts and Powershell, SANs,       Work History      Information Technology Specialist I       Summary of Skills and Qualifications:.'
 '       06/2001   to   07/2008     Technology Specialist III      Company Name   –   City  ,   State      Install and configure HP network switches, program switch ports and assign vlans, connect network wall ports and terminate network cables when necessary, troubleshoot network port communication errors and take appropriate action to correct problems, utilize TCP/IP utilities such as ping, tracert and ipconfig to diagnose network problems, installed and maintain Whats up network device connectivity monitoring software and configured the program to send sms messages when a device or service goes down, installed and maintained Blackberry Enterprise server for MS Exchange server, Fedora Core Linux with Multi Router Traffic Grapher, 2 Windows 2003 domain controllers, Renaissance Learning and Read 180 servers, Xiotech SAN and TNT network security appliance, written a number of dos and vbscript scripts to automate many functions, including student user account creation by exporting data from the student information system formatting the export file and to create approximately 5000 student user accounts, create home folders and set permissions, utilized group policy to secure workstations or install new software, implemented the district Geographic Information system by recommending ArcGIS software to my manager and worked with city and county agencies to acquire base layers and created additional layers such as school sites and attendance areas, communicated with teachers, managers and students, installed and supported a variety of software including anti virus, Office, Fortress desktop security, Rosetta Stone, Escape financial system and other education software, I used Ghost software to image computers when necessary.'
 ' EMC Networker backup Installed and maintain Active Directory, group policy, user account management Analyzing technical issues to improve functio9nality Software/Operating Systems: Windows Server 2016, 2012, 2003, 2000, Windows xp, 7, 10, Linux HP Unix, Microsoft Office 2007, 2010, 2013, 2016, Skype for Business, Track It work orders, Escape Financial System, Aeries student information system, Alertus Desktop alerting, , Laserfiche, Sharepoint 2013, Lync 2013 iBOSS web filter, Proofpoint Spam filter, Exchange 2010 DAG and Client Access Array, Informacast Speaker System,Microsoft System Center and Operations Manager, EMC Networker backup software, ArcGIS desktop and server, Maas360 mobile phone management, Azure Hardware: Install components such as network interface cards, ram, video cards, hard drives, Raid controllers, network cabling, motherboards, power supplies also troubleshooting components.'
 '       07/2008   to   Current     Computer Network Specialist      Company Name   –   City  ,   State      I serve as the Lan Administrator.'
 ' I administer several systems including Exchange 2010, Lync 2013, Active Directory 2012 including user accounts & group policy, Microsoft System Center and Operations Manager 2012, Proofpoint spam filter and iBoss web filter, ArcGIS.'
 '        LAN Administrator       Install and manage Hyper V and other servers Manage 3 SANS - Dell Equallogic, Nimble & Storsimple Troubleshooting server and client issues Administer Exchange 2010, Proofpoint Spam filter, iBoss web filter, System Center Operations manager and Operation manager.'
 ' I perform new employee technology orientations and cellphone training in groups or individually.'
 ' I work with users on high level technical issues to analyze issue sand then take corrective action.'
 ' I manage Active Directory user accounts and troubleshoot Active Directory replication issues when necessary.'
 '        Education     2013     I have attended several college Computer Science courses.']"
25207620,"['experience' 'support' 'information' 'years' 'technology' 'hardware'
 'software' 'management' 'technical' 'security']","[""         Education and Training       2017   Computer Career College -  MCSE,CNA, A+,CNA, Information Technology  :  City University of New York - CIS   -   Computer and Information Systems Security / Information Assurance            Computer and Information Systems Security / Information Assurance         1987     Rollins College   -   Finance            Finance         1962   Certifications MCSE, MCP, CNA, Comptia A+, A+Network, A+ Security, HIPPA, Series 7,63,24 Microsoft, Comptia, Novell,  SEC  Series 7,63,24  :  Hofstra College   -   Business Administration            Business Administration        Certifications    Technical Support (Advanced, 20+ years' experience) Training (Advanced, 15 years' experience) Microsoft Office (Advanced, 11 years' experience) Hardware Support (Advanced, 20+ years' experience) Hardware Diagnostics (Advanced, 20+ years' experience) Hardware Installation (Advanced, 20+ years' experience) Software Documentation (Advanced, 10 years' experience) Enterprise Software Organization (Intermediate) CompTIA A+ Certification (Advanced, 12        Skills    A+, A+ Certification, Antivirus, CNA, Hardware, Hardware Installation, Customer Service, DOS, Hardware Support, Information Technology, Internet Explorer, IP, Mac OS, MCP, MCSE, Microsoft Office, Windows 7, Windows 8.1, Enterprise, Network, Networking, Novell, SAP, Software Documentation, Symantec, Desktop support, Technical Support, Technician, Troubleshooting, User Interface   ""
 '         INFORMATION TECHNOLOGY CERTIFIED TECHNICIAN       Summary    Over Nineteen years of experience in Information Technology.Information Technology professional with well-developed interpersonal, communication, organizational and presentation skills.'
 '       Experience      Information Technology Certified Technician   03/2010   －   Current     Company Name              Desktop support, software/hardware installations and configurations for Manhattan area.'
 '         Senior Technical Support Technician   01/2006   －   01/2011     Company Name                    Senior Desktop Support Analyst      responsible for software & hardware assets for company.'
 '\nSolutions-focused, team oriented Senior Technical Support Analyst with broad-based experience and hands-on skills in the successful implementation of highly effective desktop support operations.'
 'A broad understanding of computer hardware and software, including installation, configuration, management, trouble-shooting, and support.'
 'Extensive experience with HP products to include Desktop, Laptop, high-end MFP devices and Web JetAdmin,\nAreas of direct expertise include Project Coordination & Design, In-depth Technical Support, Corporate Desktop Support, Microsoft OS experience including installations-configuration-imaging, migration, and registry editing.'
 'Network and Citrix experience.'
 ""     Skills        years' experience) Security+ (Intermediate, 12 years' experience) Customer Service (Expert, 20+ years' experience) Networking (Intermediate, 10 years' experience) Internet Explorer Symantec Antivirus (Intermediate, 9 years' experience) Windows 7 (Intermediate, 2 years' experience) Series 7 (Beginner, 20+ years' experience) XP (Advanced, 6 years' experience) DOS (Intermediate, 20+ years' experience) Windows 8.1 (3 years 'experience), IP Mac OS (Beginner, 2 years' experience) iPhone (Intermediate, 2 years' experience) iPad (Intermediate, 2 years' experience) User Interface Writing (Intermediate, 12 years' experience) Troubleshooting (Advanced, 20+ years' experience),  IT Operations (Intermediate, 8 years' experience)            Accomplishments      Jose Miguel Morales -  VP Security Engineering\n        January 24, 2003\n        To Whom It May Concern,\n        The intent of this letter is to express my professional regards for Mr.  William Hale.""
 'He is extremely well thought of from every level of management to Senior management.']"
41344156,"['technology' 'information' 'company' 'management' 'support' 'state'
 'city' 'systems' 'new' 'business']","['        Education        Information Systems   2014       Park University    GPA: 3.5        Bachelor of Science  :   Management   2007       Park University     Magna Cum Ladue  GPA 3.82         Skills    ASP.Net 4.5, ASP.Net, VB.NET, Active Directory, Backup, Budget, Contract negotiation, CRM, Data Analysis, Data Processing, Databases, Disaster Recovery, ETL, EDI, ITIL, Training, Executive Management, Senior Management, GoldMine, Information Security, HealthCare IT, IT support, Leadership, Marketing, Network analysis, Performance reviews, VoIP, Presentations, Process Enhancement, Product Development, Servers, SQL, SQL Server, Strategy, Desktop support, Visual Studio, Workflow      Military Experience      Electronics Technician   07/1997   to   07/2001     Company Name   City  ,   State     Deployed and maintained CAT5 and fiber optic\ncable.'
 '       VP of Information and Security Technology   02/2009   to   05/2014     Company Name   City  ,   State     Lead all IT operations, including purchasing,\nbudget and structure.'
 '       Director of Information Technology   02/2006   to   02/2009     Company Name   City  ,   State      Managed all information security to follow HIPAA Compliance guidelines.'
 '       Professional Experience      VP of Information Technology   07/2014   to   03/2017     Company Name   City  ,   State     Hired to transform the IT department, which was successful within the first few months.'
 '        Information Technology Manager   02/2003   to   02/2006     Company Name   City  ,   State      Continued to improve and expand the Commissions Tracking Application.'
 '         VP OF INFORMATION TECHNOLOGY       Executive Profile    A results oriented technology leader with over 18 years of IT experience, 8 years of supervisory experience.'
 ' Passionate about collaborating with key stakeholders to develop information technology vision and strategy by effectively building organization, processes, infrastructure and services in support of short and long-term business needs.'
 '        Application Developer   08/2002   to   02/2003     Company Name   City  ,   State      Spearheaded major, year-long initiative to plan, design, build, and implement an ETL commission database system utilizing SQL databases and ASP.Net, including data analysis reporting that recovered more than $2.5M in ""lost"" commissions.'
 '\xa0Provided some end-user desktop support.'
 'Reporting\nto the CEO, responsible for all information technology budgeting, vendor\nnegotiations, and business intelligence.']"
68460556,"['technology' 'information' 'management' 'company' 'city' 'skills' 'state'
 '2012' '2015' '2016']","[""         INFORMATION TECHNOLOGY INTERN       Professional Profile    To obtain a full time in the Entry Level Information Technology Management field where I can utilize my education to contribute to company's operations and learning opportunities where I can maximize my skills, and advanced training development.""
 '        06/2012   to   08/2012     Information Technology Intern    Company Name   －   City        Participated in human and technology interaction management with supervisor.'
 '     Qualifications        Microsoft Word, Power Point, and Excel              Experience     10/2014   to   05/2015     Company Name   －   City  ,   State      Provided assistance to students with weak study areas.'
 '         Education     December 2016       Information and Technology Management American Sign Language    Bloomsburg University of Pennsylvania   －   City  ,   State      Information and Technology Management American Sign Language 3.35          Languages    Fluent in American Sign Language and English.'
 ' Assisted staff, faculty and students on a daily basis with equipment repairs, customer service and technology problems.'
 '        02/2012   to   08/2012     Media Student Assistant    Company Name   －   City        Set up and maintained the Computer Aided Real-Time translation (CART) system in classrooms and various locations around campus, when needed.'
 ""     Skills    American Sign Language, Excellent communication, customer service, databases, English, access, Excel, Power Point, Microsoft Word, works, problem solving skills, Real-Time, repairs, supervisor, translation, website, workshops      Additional Information      Awards/Certificates:    \n*Dean's list above 3.50 GPA          Spring 2016\n*Bloomsburg University Career Intensive Boot Camp          Spring 2016\nActivities/Communities:    \n*Chi Alpha Epsilon Honor Society          2015 - 2016\n*Delta Alpha Pi Honor Society          2015 - 2016\n*Phi Sigma Pi National Honor Fraternity          2015 - 2016\n*Signify Club President          2015 - 2016\n*Delta Sigma Phi Fraternity Brother          2012     ""
 ' Developed an interface between website and databases via Excel that allowed House of Representatives and Senators more effective and easier access to information.'
 ' Verified that each classroom had the appropriate equipment and technology needed for success daily.'
 ' Contributed students to improve their ASL receptive and expressive skills.']"
